Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Type;Société;Numéro pièce;Date pièce comptable;Compte Frs;Compte local;Montant Ligne;TF;Type dépense;Quantité;Type TVA;Devise;Description ligne;Date création GDR;Date Arrêté comptable;Date d'échéance;Fichier SRC technique;ID GDR;Line GDR
OAE034;Impossible de dÃ©terminer le code Taxe;VHC03_SRC_FACTURESFOURNISSEURS_070826_144348;DACAR;VFF - DACAR Factures Fournisseurs;B00000008J - DMS REGION CENTRE-EST;Facture;0441;X6U00192;31/03/2026;24693-FRA38403;445661;80.280000;GK0029073M;RECHARGE ELEC;0.000000;;CHF;Facture TOTAL X6U00192 032026;07/08/2026;25/08/2026;;VHC03_SRC_FACTURESFOURNISSEURS_070826_144348;591039;8615179
;;VHC03_SRC_FACTURESFOURNISSEURS_070826_144348;DACAR;VFF - DACAR Factures Fournisseurs;B00000008J - DMS REGION CENTRE-EST;Facture;0441;X6U00192;31/03/2026;24693-FRA38403;401100;80.280000;GK0029073M;RECHARGE ELEC;0.000000;;CHF;Facture TOTAL X6U00192 032026;07/08/2026;25/08/2026;;VHC03_SRC_FACTURESFOURNISSEURS_070826_144348;591039;8615180
;;VHC03_SRC_FACTURESFOURNISSEURS_070826_144348;DACAR;VFF - DACAR Factures Fournisseurs;B00000008J - DMS REGION CENTRE-EST;Facture;0441;X6U00192;31/03/2026;24693-FRA38403;606106;0.000000;GK0231811X;RECHARGE ELEC;2.000000;;CHF;Facture TOTAL X6U00192 032026;07/08/2026;25/08/2026;;VHC03_SRC_FACTURESFOURNISSEURS_070826_144348;591039;8615181
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026066;30/06/2026;81790-FRA49630;401100;2611.870000;GN1583505M;;0.000010;;EUR;STANDARD - 2026066;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591954;8745021
;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026066;30/06/2026;81790-FRA49630;445661;435.310000;GN1583505M;;201.000000;;EUR;STANDARD - 2026066;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591954;8745022
;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026066;30/06/2026;81790-FRA49630;624100;2176.560000;GN1583505M;UC TRANSPORT BIOMASSE;201.000000;;EUR;STANDARD - 2026066;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591954;8745023
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026079;31/07/2026;81790-FRA49630;401100;7735.180000;GN1583505M;;0.000010;;EUR;STANDARD - 2026079;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591955;8745024
;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026079;31/07/2026;81790-FRA49630;445661;1289.200000;GN1583505M;;603.620000;;EUR;STANDARD - 2026079;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591955;8745025
;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026079;31/07/2026;81790-FRA49630;624100;6445.980000;GN1583505M;UC TRANSPORT BIOMASSE;603.620000;;EUR;STANDARD - 2026079;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591955;8745026
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026083;07/08/2026;81790-FRA49630;401100;3792.050000;GN1583505M;;0.000010;;EUR;STANDARD - 2026083;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591956;8745027
;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026083;07/08/2026;81790-FRA49630;445661;632.010000;GN1583505M;;291.120000;;EUR;STANDARD - 2026083;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591956;8745028
;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;2026083;07/08/2026;81790-FRA49630;624100;3160.040000;GN1583505M;UC TRANSPORT BIOMASSE;291.120000;;EUR;STANDARD - 2026083;15/09/2026;25/09/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260914_205819;591956;8745029
