Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Type;Société;Numéro pièce;Date pièce comptable;Compte Frs;Compte local;Montant Ligne;TF;Type dépense;Quantité;Type TVA;Devise;Description ligne;Date création GDR;Date Arrêté comptable;Date d'échéance;Fichier SRC technique;ID GDR;Line GDR
OAE025;Site Fournisseur inactif ou inexistant;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0001;1068951283;08/07/2026;18288-FRA14000;401100;4095.790000;GL0011520R;;0.000010;;EUR;FAC CHA 1068951283 C16JH000394;20/07/2026;28/07/2026;08/07/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590425;8552316
;;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0001;1068951283;08/07/2026;18288-FRA14000;606100;3882.270000;GL0011520R;ACHAT D'EAU;7475.500000;;EUR;FAC CHA 1068951283 C16JH000394;20/07/2026;28/07/2026;08/07/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590425;8552317
;;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0001;1068951283;08/07/2026;18288-FRA14000;445660;213.520000;GL0011520R;;0.000010;;EUR;FAC CHA 1068951283 C16JH000394;20/07/2026;28/07/2026;08/07/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590425;8552318
OAE025;Site Fournisseur inactif ou inexistant;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0364;1105984484;07/05/2026;3389-FRA59140;401100;84.870000;GL0032112R;;0.000010;;EUR;FAC CHA 1105984484 D08AD370777;20/07/2026;28/07/2026;07/05/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590424;8552311
;;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0364;1105984484;07/05/2026;3389-FRA59140;606100;69.780000;GL0032112R;ACHAT D'EAU;1.000000;;EUR;FAC CHA 1105984484 D08AD370777;20/07/2026;28/07/2026;07/05/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590424;8552312
;;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0364;1105984484;07/05/2026;3389-FRA59140;606100;10.230000;GL0032112R;ACHAT D'EAU;1.000000;;EUR;FAC CHA 1105984484 D08AD370777;20/07/2026;28/07/2026;07/05/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590424;8552313
;;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0364;1105984484;07/05/2026;3389-FRA59140;445660;3.840000;GL0032112R;;0.000010;;EUR;FAC CHA 1105984484 D08AD370777;20/07/2026;28/07/2026;07/05/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590424;8552314
;;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0364;1105984484;07/05/2026;3389-FRA59140;445660;1.020000;GL0032112R;;0.000010;;EUR;FAC CHA 1105984484 D08AD370777;20/07/2026;28/07/2026;07/05/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590424;8552315
OAE025;Site Fournisseur inactif ou inexistant;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0542;1107079321;02/07/2026;3389-FRA59140;401100;17030.990000;GL0030335X;;0.000010;;EUR;FAC CHA 1107079321 C19JG002318;20/07/2026;28/07/2026;02/07/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590426;8552319
;;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;CELERIS;CEC - CELERIS Achats Chaleur;B00000003D - DSW REGION NORD-OUEST;Facture;0542;1107079321;02/07/2026;3389-FRA59140;606100;6825.960000;GL0030335X;ACHAT D'EAU;18396.170000;;EUR;FAC CHA 1107079321 C19JG002318;20/07/2026;28/07/2026;02/07/2026;CEL01_SRC_FACTURESFOURNISSEURS_160726-190605_ST_CEL01_639198255653671420_001;590426;8552320
