Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Type;Société;Numéro pièce;Date pièce comptable;Compte Frs;Compte local;Montant Ligne;TF;Type dépense;Quantité;Type TVA;Devise;Description ligne;Date création GDR;Date Arrêté comptable;Date d'échéance;Fichier SRC technique;ID GDR;Line GDR
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26427;15/07/2026;18288-FRA44412;401100;7147.130000;GN1583487S;;0.000010;;EUR;STANDARD - 06.085.777.056823.27-26427;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590959;8614868
;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26427;15/07/2026;18288-FRA44412;445661;1191.190000;GN1583487S;;83.720100;;EUR;STANDARD - 06.085.777.056823.27-26427;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590959;8614869
;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26427;15/07/2026;18288-FRA44412;611600;5955.940000;GN1583487S;COUTS CENDRES;83.720100;;EUR;STANDARD - 06.085.777.056823.27-26427;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590959;8614870
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26437;15/07/2026;18288-FRA44412;401100;13019.460000;GN1583487S;;0.000010;;EUR;STANDARD - 06.085.777.056823.27-26437;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590960;8614871
;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26437;15/07/2026;18288-FRA44412;445661;2109.910000;GN1583487S;;124.120200;;EUR;STANDARD - 06.085.777.056823.27-26437;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590960;8614872
;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26437;15/07/2026;18288-FRA44412;445661;60.000000;GL0048771X;;1.000000;;EUR;STANDARD - 06.085.777.056823.27-26437;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590960;8614873
;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26437;15/07/2026;18288-FRA44412;611600;10549.550000;GN1583487S;COUTS CENDRES;124.120200;;EUR;STANDARD - 06.085.777.056823.27-26437;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590960;8614874
;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26437;15/07/2026;18288-FRA44412;611600;300.000000;GL0048771X;COUTS CENDRES;1.000000;;EUR;STANDARD - 06.085.777.056823.27-26437;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590960;8614875
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26447;15/07/2026;18288-FRA44412;401100;2372.470000;GN1583846A;;0.000010;;EUR;STANDARD - 06.085.777.056823.27-26447;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590957;8614862
;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;06.085.777.056823.27-26447;15/07/2026;18288-FRA44412;445661;395.410000;GN1583846A;;84.580000;;EUR;STANDARD - 06.085.777.056823.27-26447;06/08/2026;26/08/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260805_205325;590957;8614863
